date,symbol,close_price
2026-07-11,JPM,203.54
2026-07-12,JPM,204.49
2026-07-13,JPM,201.6
2026-07-14,JPM,202.71
2026-07-15,JPM,203.23
2026-07-16,JPM,200.87
2026-07-17,JPM,202.81
2026-07-18,JPM,202.21
2026-07-19,JPM,201.48
2026-07-20,JPM,203.48
2026-07-21,JPM,206.79
2026-07-22,JPM,205.16
2026-07-23,JPM,206.32
2026-07-24,JPM,204.23
2026-07-25,JPM,209.98
2026-07-26,JPM,208.82
2026-07-27,JPM,211.9
2026-07-28,JPM,210.34
2026-07-29,JPM,212.47
2026-07-30,JPM,218.21
2026-07-31,JPM,211.64
2026-08-01,JPM,210.62
2026-08-02,JPM,211.97
2026-08-03,JPM,211.82
2026-08-04,JPM,210.21
2026-08-05,JPM,215.72
2026-08-06,JPM,216.01
2026-08-07,JPM,211.83
2026-08-08,JPM,214.09
2026-08-09,JPM,209.75
2026-08-10,JPM,212.73
2026-08-11,JPM,211.34
2026-08-12,JPM,211.79
2026-08-13,JPM,215.08
2026-08-14,JPM,215.47
2026-08-15,JPM,211.96
2026-08-16,JPM,207.73
2026-08-17,JPM,210.76
2026-08-18,JPM,212.72
2026-08-19,JPM,210.72
2026-08-20,JPM,212.98
2026-08-21,JPM,214.33
2026-08-22,JPM,216.08
2026-08-23,JPM,210.31
2026-08-24,JPM,209.63
2026-08-25,JPM,211.98
2026-08-26,JPM,213.93
2026-08-27,JPM,216.28
2026-08-28,JPM,209.99
2026-08-29,JPM,210.5
2026-08-30,JPM,211.83
2026-08-31,JPM,218.4
2026-09-01,JPM,215.99
2026-09-02,JPM,215.22
2026-09-03,JPM,215.4
2026-09-04,JPM,217.78
2026-09-05,JPM,216.71
2026-09-06,JPM,219.78
2026-09-07,JPM,217.79
2026-09-08,JPM,218.57
2026-09-09,JPM,217.27
2026-09-10,JPM,217.77
2026-09-11,JPM,216.05
2026-09-12,JPM,212.0
2026-09-13,JPM,214.87
2026-09-14,JPM,215.74
2026-09-15,JPM,214.38
2026-05-19,KO,62
2026-05-20,KO,62.09
2026-05-21,KO,62.53
2026-05-22,KO,62.11
2026-05-23,KO,62.07
2026-05-24,KO,62.31
2026-05-25,KO,62.55
2026-05-26,KO,62.41
2026-05-27,KO,61.5
2026-05-28,KO,62.04
2026-05-29,KO,62.19
2026-05-30,KO,62.2
2026-05-31,KO,62.08
2026-06-01,KO,62.2
2026-06-02,KO,62.02
2026-06-03,KO,61.58
2026-06-04,KO,61.27
2026-06-05,KO,61.02
2026-06-06,KO,60.76
2026-06-07,KO,60.27
2026-06-08,KO,60.54
2026-06-09,KO,59.99
2026-06-10,KO,60.27
2026-06-11,KO,59.85
2026-06-12,KO,60.0
2026-06-13,KO,60.58
2026-06-14,KO,60.67
2026-06-15,KO,60.37
2026-06-16,KO,60.4
2026-06-17,KO,60.47
2026-06-18,KO,59.74
2026-06-19,KO,59.49
2026-06-20,KO,59.56
2026-06-21,KO,59.37
2026-06-22,KO,59.41
2026-06-23,KO,59.72
2026-06-24,KO,60.05
2026-06-25,KO,60.44
2026-06-26,KO,60.7
2026-06-27,KO,60.58
2026-06-28,KO,60.58
2026-06-29,KO,60.47
2026-06-30,KO,60.34
2026-07-01,KO,60.27
2026-07-02,KO,59.55
2026-07-03,KO,59.42
2026-07-04,KO,59.42
2026-07-05,KO,59.02
2026-07-06,KO,59.02
2026-07-07,KO,59.24
2026-07-08,KO,59.18
2026-07-09,KO,60.05
2026-07-10,KO,58.96
2026-07-11,KO,58.88
2026-07-12,KO,58.13
2026-07-13,KO,58.53
2026-07-14,KO,59.62
2026-07-15,KO,58.58
2026-07-16,KO,58.64
2026-07-17,KO,58.86
2026-07-18,KO,58.74
2026-07-19,KO,58.97
2026-07-20,KO,58.05
2026-07-21,KO,58.4
2026-07-22,KO,58.56
2026-07-23,KO,58.58
2026-07-24,KO,58.34
2026-07-25,KO,58.61
2026-07-26,KO,58.42
2026-07-27,KO,58.52
2026-07-28,KO,58.32
2026-07-29,KO,57.41
2026-07-30,KO,57.4
2026-07-31,KO,57.49
2026-08-01,KO,57.8
2026-08-02,KO,57.45
2026-08-03,KO,57.44
2026-08-04,KO,57.69
2026-08-05,KO,57.75
2026-08-06,KO,58.26
2026-08-07,KO,59.08
2026-08-08,KO,58.71
2026-08-09,KO,57.93
2026-08-10,KO,58.28
2026-08-11,KO,58.91
2026-08-12,KO,59.3
2026-08-13,KO,59.64
2026-08-14,KO,59.39
2026-08-15,KO,59.1
2026-08-16,KO,59.47
2026-08-17,KO,59.1
2026-08-18,KO,58.36
2026-08-19,KO,57.96
2026-08-20,KO,58.98
2026-08-21,KO,59.78
2026-08-22,KO,59.5
2026-08-23,KO,59.2
2026-08-24,KO,59.3
2026-08-25,KO,58.99
2026-08-26,KO,59.54
2026-08-27,KO,59.51
2026-08-28,KO,59.06
2026-08-29,KO,59.61
2026-08-30,KO,59.37
2026-08-31,KO,59.47
2026-09-01,KO,59.47
2026-09-02,KO,59.35
2026-09-03,KO,59.49
2026-09-04,KO,59.21
2026-09-05,KO,58.45
2026-09-06,KO,57.55
2026-09-07,KO,57.05
2026-09-08,KO,56.75
2026-09-09,KO,56.75
2026-09-10,KO,56.78
2026-09-11,KO,57.01
2026-09-12,KO,57.06
2026-09-13,KO,56.75
2026-09-14,KO,56.47
2026-09-15,KO,55.64
2026-05-19,XOM,112
2026-05-20,XOM,111.65
2026-05-21,XOM,112.4
2026-05-22,XOM,113.23
2026-05-23,XOM,112.96
2026-05-24,XOM,112.6
2026-05-25,XOM,114.11
2026-05-26,XOM,114.07
2026-05-27,XOM,115.26
2026-05-28,XOM,116.2
2026-05-29,XOM,116.5
2026-05-30,XOM,118.71
2026-05-31,XOM,117.62
2026-06-01,XOM,116.92
2026-06-02,XOM,115.43
2026-06-03,XOM,113.98
2026-06-04,XOM,116.57
2026-06-05,XOM,119.58
2026-06-06,XOM,119.55
2026-06-07,XOM,120.5
2026-06-08,XOM,122.55
2026-06-09,XOM,123.96
2026-06-10,XOM,126.13
2026-06-11,XOM,123.66
2026-06-12,XOM,122.4
2026-06-13,XOM,123.16
2026-06-14,XOM,125.74
2026-06-15,XOM,125.86
2026-06-16,XOM,124.16
2026-06-17,XOM,123.43
2026-06-18,XOM,122.13
2026-06-19,XOM,120.48
2026-06-20,XOM,123.12
2026-06-21,XOM,121.89
2026-06-22,XOM,121.85
2026-06-23,XOM,125.73
2026-06-24,XOM,127.89
2026-06-25,XOM,128.46
2026-06-26,XOM,127.2
2026-06-27,XOM,127.91
2026-06-28,XOM,130.94
2026-06-29,XOM,132.09
2026-06-30,XOM,134.51
2026-07-01,XOM,134.63
2026-07-02,XOM,135.59
2026-07-03,XOM,135.1
2026-07-04,XOM,135.88
2026-07-05,XOM,138.45
2026-07-06,XOM,135.39
2026-07-07,XOM,135.18
2026-07-08,XOM,135.59
2026-07-09,XOM,134.35
2026-07-10,XOM,133.65
2026-07-11,XOM,135.15
2026-07-12,XOM,139.13
2026-07-13,XOM,140.36
2026-07-14,XOM,140.96
2026-07-15,XOM,137.6
2026-07-16,XOM,141.5
2026-07-17,XOM,141.58
2026-07-18,XOM,141.42
2026-07-19,XOM,138.96
2026-07-20,XOM,138.76
2026-07-21,XOM,136.4
2026-07-22,XOM,136.46
2026-07-23,XOM,137.33
2026-07-24,XOM,137.31
2026-07-25,XOM,137.8
2026-07-26,XOM,135.96
2026-07-27,XOM,138.79
2026-07-28,XOM,137.35
2026-07-29,XOM,133.52
2026-07-30,XOM,133.06
2026-07-31,XOM,131.46
2026-08-01,XOM,129.39
2026-08-02,XOM,128.62
2026-08-03,XOM,129.1
2026-08-04,XOM,126.73
2026-08-05,XOM,126.39
2026-08-06,XOM,129.02
2026-08-07,XOM,130.26
2026-08-08,XOM,129.88
2026-08-09,XOM,130.05
2026-08-10,XOM,129.74
2026-08-11,XOM,129.57
2026-08-12,XOM,130.92
2026-08-13,XOM,130.66
2026-08-14,XOM,125.87
2026-08-15,XOM,125.75
2026-08-16,XOM,124.0
2026-08-17,XOM,125.14
2026-08-18,XOM,123.92
2026-08-19,XOM,124.12
2026-08-20,XOM,128.1
2026-08-21,XOM,126.01
2026-08-22,XOM,123.81
2026-08-23,XOM,121.11
2026-08-24,XOM,116.69
2026-08-25,XOM,113.33
2026-08-26,XOM,113.88
2026-08-27,XOM,112.72
2026-08-28,XOM,109.49
2026-08-29,XOM,106.99
2026-08-30,XOM,107.92
2026-08-31,XOM,106.6
2026-09-01,XOM,105.95
2026-09-02,XOM,106.41
2026-09-03,XOM,108.51
2026-09-04,XOM,111.6
2026-09-05,XOM,113.26
2026-09-06,XOM,113.44
2026-09-07,XOM,113.69
2026-09-08,XOM,116.7
2026-09-09,XOM,119.13
2026-09-10,XOM,118.5
2026-09-11,XOM,119.24
2026-09-12,XOM,119.68
2026-09-13,XOM,119.7
2026-09-14,XOM,118.73
2026-09-15,XOM,116.3
