Date,Customer,Product,Category,Quantity,Price,Revenue
2026-04-14,Customer_12,Laptop,Electronics,7,39.81,278.67
2026-05-24,Customer_7,Webcam,Electronics,9,154.97,1394.73
2026-04-09,Customer_17,Tablet,Electronics,9,150.66,1355.94
2026-06-09,Customer_22,Router,Office,2,77.4,154.8
2026-01-25,Customer_13,Webcam,Electronics,6,285.55,1713.3
2026-04-04,Customer_25,Keyboard,Accessories,4,307.19,1228.76
2026-04-13,Customer_17,Laptop,Electronics,1,33.87,33.87
2026-03-27,Customer_16,Speaker,Accessories,8,87.24,697.92
2026-05-12,Customer_5,Webcam,Electronics,10,169.49,1694.9
2026-04-11,Customer_20,Headphones,Accessories,10,178.14,1781.4
2026-05-11,Customer_18,Tablet,Electronics,10,160.4,1604.0
2026-01-05,Customer_12,Webcam,Electronics,2,490.25,980.5
2026-05-30,Customer_10,Laptop,Electronics,10,245.18,2451.8
2026-06-17,Customer_25,Router,Office,10,125.36,1253.6
2026-01-14,Customer_19,Tablet,Electronics,3,269.25,807.75
2026-06-08,Customer_25,Printer,Office,3,413.51,1240.53
2026-03-04,Customer_2,Router,Office,2,107.53,215.06
2026-04-23,Customer_11,Printer,Office,3,215.29,645.87
2026-02-22,Customer_14,Speaker,Accessories,10,461.45,4614.5
2026-01-16,Customer_23,Keyboard,Accessories,9,115.56,1040.04
2026-03-25,Customer_22,Tablet,Electronics,9,197.76,1779.84
2026-02-14,Customer_15,Speaker,Accessories,6,279.94,1679.64
2026-06-23,Customer_25,Headphones,Accessories,10,249.83,2498.3
2026-03-05,Customer_9,Speaker,Accessories,5,124.06,620.3
2026-03-18,Customer_25,Headphones,Accessories,4,349.77,1399.08
2026-05-06,Customer_11,Tablet,Electronics,6,286.84,1721.04
2026-03-12,,Mouse,Accessories,10,343.16,3431.6
2026-04-08,Customer_13,Webcam,Electronics,3,155.87,467.61
2026-03-15,Customer_23,Mouse,Accessories,6,463.14,2778.84
2026-06-17,Customer_9,Tablet,Electronics,4,113.0,452.0
2026-05-18,Customer_9,Speaker,Accessories,5,81.58,
2026-06-07,Customer_24,Router,Office,4,132.59,530.36
2026-06-21,Customer_17,Monitor,Electronics,4,40.46,161.84
2026-04-16,Customer_11,Tablet,Electronics,2,345.38,690.76
2026-02-05,Customer_1,Speaker,Accessories,3,212.35,637.05
2026-05-02,Customer_16,Monitor,Electronics,5,170.77,853.85
2026-06-15,Customer_2,Mouse,Accessories,10,127.63,1276.3
2026-01-10,Customer_6,Printer,Office,3,467.95,1403.85
2026-01-10,Customer_13,Tablet,Electronics,3,469.26,1407.78
2026-03-16,Customer_2,Laptop,Electronics,5,290.46,1452.3
2026-01-28,Customer_11,Headphones,Accessories,8,494.71,3957.68
2026-05-20,Customer_17,Tablet,Electronics,3,427.76,1283.28
2026-04-30,Customer_9,Monitor,Electronics,2,175.38,350.76
2026-04-28,Customer_21,Headphones,Accessories,3,21.83,65.49
2026-03-28,Customer_10,Router,Office,4,100.12,
2026-06-13,Customer_13,Printer,Office,9,174.04,1566.36
2026-04-13,Customer_22,Mouse,Accessories,3,491.12,1473.36
2026-05-03,Customer_11,Monitor,Electronics,1,141.48,141.48
2026-03-02,Customer_15,Headphones,Accessories,6,161.44,968.64
2026-05-27,Customer_1,Headphones,Accessories,6,350.99,2105.94
2026-01-16,Customer_22,Mouse,Accessories,8,163.8,1310.4
2026-04-14,Customer_22,Speaker,Accessories,5,349.79,1748.95
2026-06-13,Customer_10,Webcam,Electronics,10,122.11,1221.1
2026-02-04,Customer_16,Keyboard,Accessories,8,377.65,3021.2
2026-06-05,Customer_12,Printer,Office,9,457.71,4119.39
2026-05-18,Customer_22,Monitor,Electronics,4,344.97,1379.88
2026-06-02,Customer_3,Speaker,Accessories,8,271.16,2169.28
2026-04-03,Customer_3,Router,Office,2,44.95,89.9
2026-05-21,Customer_17,Monitor,Electronics,10,275.28,2752.8
2026-02-12,Customer_11,Speaker,Accessories,8,71.38,571.04
2026-02-22,Customer_23,Router,Office,8,59.11,472.88
2026-05-11,Customer_15,Laptop,Electronics,8,78.99,631.92
2026-04-17,Customer_15,Router,Office,1,286.02,286.02
2026-06-22,Customer_10,Laptop,Electronics,7,138.41,968.87
2026-01-01,Customer_24,Monitor,Electronics,10,50.42,
2026-04-19,Customer_12,Mouse,Accessories,9,497.15,4474.35
2026-01-18,Customer_16,Laptop,Electronics,5,213.3,1066.5
2026-02-04,Customer_25,Printer,Office,6,496.54,2979.24
2026-04-08,Customer_15,Printer,Office,7,53.92,377.44
2026-06-19,Customer_18,Keyboard,Accessories,6,72.54,
2026-05-18,Customer_13,Speaker,Accessories,3,368.01,1104.03
2026-02-27,Customer_1,Laptop,Electronics,5,239.56,1197.8
2026-05-20,Customer_14,Speaker,Accessories,7,414.33,2900.31
2026-03-05,Customer_15,Webcam,Electronics,3,148.69,446.07
2026-01-29,Customer_2,Printer,Office,10,386.54,3865.4
2026-01-05,Customer_8,Monitor,Electronics,2,63.93,
2026-01-09,Customer_15,Router,Office,1,133.7,133.7
2026-01-12,Customer_13,Tablet,Electronics,4,276.78,1107.12
2026-01-15,Customer_5,Speaker,Accessories,5,128.57,642.85
2026-05-28,Customer_11,Router,Office,10,389.68,3896.8
2026-03-24,Customer_8,Headphones,Accessories,3,493.06,1479.18
2026-05-14,Customer_8,Printer,Office,5,148.45,742.25
2026-05-23,Customer_19,Keyboard,Accessories,7,284.59,1992.13
2026-01-13,Customer_12,Printer,Office,9,169.59,1526.31
2026-04-17,Customer_14,Keyboard,Accessories,5,197.58,987.9
2026-05-18,Customer_16,Monitor,Electronics,4,160.86,643.44
2026-02-06,Customer_15,Laptop,Electronics,9,215.15,1936.35
2026-04-17,Customer_18,Speaker,Accessories,3,203.38,610.14
2026-03-07,Customer_7,Webcam,Electronics,2,462.28,924.56
2026-04-05,Customer_3,Speaker,Accessories,4,40.0,160.0
2026-04-07,Customer_22,Router,Office,10,34.18,341.8
2026-01-19,Customer_7,Router,Office,9,120.25,1082.25
2026-02-23,Customer_11,Headphones,Accessories,1,117.73,117.73
2026-02-18,Customer_24,Mouse,Accessories,8,458.5,3668.0
2026-06-28,Customer_20,Monitor,Electronics,7,458.84,3211.88
2026-05-22,Customer_11,Headphones,Accessories,7,241.13,1687.91
2026-06-16,Customer_12,Headphones,Accessories,5,189.43,947.15
2026-05-08,Customer_15,Mouse,Accessories,8,384.39,3075.12
2026-03-23,Customer_7,Webcam,Electronics,6,215.76,1294.56
2026-05-25,Customer_8,Keyboard,Accessories,1,141.48,141.48
2026-05-30,Customer_19,Printer,Office,5,88.92,444.6
2026-03-26,Customer_8,Printer,Office,10,419.18,4191.8
2026-05-08,Customer_18,Webcam,Electronics,5,385.23,1926.15
2026-05-06,Customer_24,Tablet,Electronics,8,96.59,772.72
2026-04-01,Customer_6,Keyboard,Accessories,9,251.83,2266.47
2026-05-19,,Laptop,Electronics,9,31.4,282.6
2026-01-20,Customer_22,Laptop,Electronics,1,215.01,
2026-06-11,Customer_8,Mouse,Accessories,3,19.43,58.29
2026-05-10,Customer_15,Webcam,Electronics,1,314.65,314.65
2026-06-20,Customer_20,Tablet,Electronics,8,22.63,181.04
2026-05-17,Customer_18,Printer,Office,1,23.11,23.11
2026-03-12,Customer_18,Headphones,Accessories,1,258.57,258.57
2026-06-28,Customer_22,Printer,Office,3,66.9,200.7
2026-01-25,Customer_17,Keyboard,Accessories,4,108.09,432.36
2026-05-15,Customer_9,Webcam,Electronics,5,400.54,2002.7
2026-01-21,Customer_12,Printer,Office,8,289.03,2312.24
2026-06-28,Customer_8,Headphones,Accessories,2,332.06,664.12
2026-06-16,Customer_25,Laptop,Electronics,2,211.56,423.12
2026-04-07,Customer_18,Tablet,Electronics,1,323.82,323.82
2026-06-29,Customer_6,Mouse,Accessories,8,424.98,3399.84
2026-06-15,Customer_11,Router,Office,2,448.97,897.94
2026-01-11,Customer_8,Monitor,Electronics,10,245.62,
2026-01-12,Customer_3,Headphones,Accessories,9,288.3,2594.7
2026-01-09,Customer_6,Webcam,Electronics,1,481.31,481.31
2026-05-31,Customer_5,Printer,Office,2,160.15,320.3
2026-05-25,Customer_8,Router,Office,7,343.36,2403.52
2026-05-19,Customer_11,Printer,Office,3,398.39,1195.17
2026-06-26,Customer_24,Mouse,Accessories,9,376.55,3388.95
2026-03-30,Customer_2,Mouse,Accessories,7,127.59,893.13
2026-01-20,Customer_11,Router,Office,10,478.11,4781.1
2026-04-12,Customer_25,Webcam,Electronics,1,322.55,322.55
2026-04-26,Customer_16,Monitor,Electronics,6,283.22,1699.32
2026-04-07,Customer_14,Keyboard,Accessories,10,335.43,3354.3
2026-01-22,Customer_25,Router,Office,5,402.06,2010.3
2026-01-19,Customer_3,Headphones,Accessories,3,199.3,597.9
2026-06-12,Customer_5,Printer,Office,6,189.94,1139.64
2026-01-24,Customer_1,Headphones,Accessories,8,189.56,1516.48
2026-03-11,Customer_4,Keyboard,Accessories,2,105.89,211.78
2026-04-25,Customer_18,Speaker,Accessories,9,212.9,1916.1
2026-01-07,Customer_3,Webcam,Electronics,9,60.14,541.26
2026-06-03,Customer_11,Printer,Office,1,156.55,156.55
2026-04-10,Customer_25,Mouse,Accessories,9,454.03,4086.27
2026-03-04,Customer_19,Speaker,Accessories,3,347.38,1042.14
2026-02-13,Customer_5,Headphones,Accessories,5,145.18,725.9
2026-02-07,Customer_3,Keyboard,Accessories,7,148.84,1041.88
2026-03-18,Customer_16,Mouse,Accessories,6,137.07,822.42
2026-03-05,Customer_24,Tablet,Electronics,10,314.08,3140.8
2026-04-28,Customer_4,Keyboard,Accessories,5,18.28,91.4
2026-04-12,Customer_11,Router,Office,7,404.98,2834.86
2026-03-26,Customer_15,Webcam,Electronics,7,410.51,2873.57
2026-06-16,Customer_20,Keyboard,Accessories,5,170.52,852.6
2026-06-27,Customer_7,Tablet,Electronics,6,101.15,606.9
2026-04-12,Customer_11,Headphones,Accessories,8,484.37,3874.96
2026-03-04,Customer_11,Printer,Office,5,411.0,2055.0
2026-04-11,Customer_12,Mouse,Accessories,10,111.9,1119.0
2026-05-20,Customer_6,Speaker,Accessories,1,477.21,477.21
2026-04-29,Customer_23,Monitor,Electronics,8,401.88,3215.04
2026-06-27,Customer_3,Printer,Office,8,82.5,660.0
2026-03-19,Customer_8,Headphones,Accessories,3,361.89,1085.67
2026-04-07,Customer_3,Tablet,Electronics,10,247.43,2474.3
2026-04-13,Customer_18,Speaker,Accessories,7,278.67,1950.69
2026-04-03,Customer_23,Speaker,Accessories,10,324.52,3245.2
2026-01-22,Customer_4,Monitor,Electronics,6,95.67,574.02
2026-06-06,Customer_2,Router,Office,7,483.9,3387.3
2026-03-26,Customer_14,Mouse,Accessories,1,62.82,62.82
2026-02-26,Customer_17,Speaker,Accessories,9,296.55,2668.95
2026-05-28,Customer_8,Tablet,Electronics,6,204.7,1228.2
2026-06-23,Customer_19,Speaker,Accessories,3,182.31,546.93
2026-01-07,Customer_16,Mouse,Accessories,5,216.75,1083.75
2026-01-22,Customer_4,Keyboard,Accessories,6,166.27,997.62
2026-04-27,Customer_7,Speaker,Accessories,8,183.93,1471.44
2026-01-25,Customer_15,Tablet,Electronics,6,47.58,285.48
2026-01-12,Customer_23,Mouse,Accessories,1,426.85,426.85
2026-06-15,Customer_4,Keyboard,Accessories,4,265.26,1061.04
2026-05-22,Customer_6,Webcam,Electronics,9,221.79,1996.11
2026-02-14,Customer_15,Speaker,Accessories,6,279.94,1679.64
2026-03-19,Customer_20,Speaker,Accessories,2,258.75,517.5
2026-04-17,Customer_14,Keyboard,Accessories,5,197.58,987.9
2026-05-18,Customer_9,Speaker,Accessories,5,81.58,407.9
2026-03-14,Customer_24,Headphones,Accessories,10,296.26,2962.6
2026-01-29,Customer_5,Keyboard,Accessories,7,304.26,2129.82
2026-04-05,Customer_17,Speaker,Accessories,2,169.77,339.54
2026-01-09,Customer_6,Webcam,Electronics,1,481.31,481.31
2026-02-10,Customer_15,Speaker,Accessories,5,311.66,1558.3
2026-05-25,Customer_10,Mouse,Accessories,4,72.45,289.8
2026-01-26,Customer_17,Speaker,Accessories,9,33.31,299.79
2026-01-22,Customer_10,Speaker,Accessories,7,327.09,2289.63
2026-06-13,Customer_4,Laptop,Electronics,5,133.77,668.85
2026-01-20,Customer_22,Laptop,Electronics,1,215.01,215.01
2026-04-04,Customer_24,Keyboard,Accessories,2,456.17,912.34
2026-04-17,,Speaker,Accessories,5,412.97,2064.85
2026-03-08,Customer_11,Headphones,Accessories,10,355.07,3550.7
2026-03-02,Customer_15,Headphones,Accessories,6,161.44,968.64
2026-03-12,Customer_10,Mouse,Accessories,10,343.16,3431.6
2026-02-27,Customer_1,Laptop,Electronics,5,239.56,1197.8
