transaction_id,date,account_id,amount,category
67,2024-02-03,ACC1020,811.57,Utilities
464,2024-02-03,ACC1003,1036.05,Electronics
287,2024-02-03,ACC1018,1044.57,Travel
306,2024-02-03,ACC1002,356.75,Utilities
476,2024-02-03,ACC1024,1389.31,Electronics
591,2024-02-03,ACC1000,2924.2,Entertainment
674,2024-02-03,ACC1008,137.96,Transfer
768,2024-02-03,ACC9999,977.42,Entertainment
683,2024-02-03,ACC1019,999.53,Transfer
267,2024-02-03,ACC1008,3295.36,Entertainment
368,2024-02-03,ACC1024,2123.97,Dining
730,2024-02-03,ACC9999,502.26,Travel
696,2024-02-03,ACC1024,781.26,Entertainment
678,2024-02-03,ACC1005,1494.42,Electronics
221,2024-02-03,ACC1020,2109.04,Electronics
563,2024-02-03,ACC1018,211.51,Electronics
124,2024-02-03,ACC1011,314.29,Electronics
295,2024-02-03,ACC1006,1387.95,Dining
289,2024-02-03,ACC1018,1731.8,Utilities
262,2024-02-03,ACC1020,1442.08,Utilities
252,2024-02-03,ACC1011,372.03,Electronics
451,2024-02-03,ACC1004,1188.34,Electronics
31,2024-02-03,ACC1006,1012.94,Groceries
743,2024-02-03,ACC9999,140.19,Utilities
447,2024-02-03,ACC1006,1103.54,Transfer
122,2024-02-04,ACC1011,686.07,Groceries
13,2024-02-04,ACC1020,1457.51,Utilities
376,2024-02-04,ACC1006,278.29,Dining
180,2024-02-04,ACC1009,1598.8,Transfer
235,2024-02-04,ACC1014,416.93,Travel
520,2024-02-04,ACC1005,1186.18,Entertainment
179,2024-02-04,ACC1017,661.73,Healthcare
423,2024-02-04,ACC1015,1737.47,Travel
693,2024-02-04,ACC1002,999.62,Groceries
669,2024-02-04,ACC1006,1941.34,Transfer
667,2024-02-04,ACC1006,5228.35,Transfer
321,2024-02-04,ACC1008,366.05,Travel
702,2024-02-04,ACC1014,18738.56,Groceries
236,2024-02-04,ACC1023,1135.32,Entertainment
333,2024-02-04,ACC1002,2687.0,Travel
118,2024-02-04,ACC1007,1077.19,Healthcare
455,2024-02-04,ACC1019,1320.01,Entertainment
363,2024-02-04,ACC1008,3593.47,Travel
456,2024-02-04,ACC1021,1363.95,Electronics
25,2024-02-04,ACC1018,904.92,Healthcare
115,2024-02-05,ACC1020,1481.27,Groceries
91,2024-02-05,ACC1023,4042.01,Healthcare
345,2024-02-05,ACC1004,3623.53,Transfer
374,2024-02-05,ACC1024,2378.56,Travel
322,2024-02-05,ACC1023,2402.98,Utilities
359,2024-02-05,ACC1014,2013.65,Utilities
367,2024-02-05,ACC1014,1217.57,Transfer
140,2024-02-05,ACC1013,6217.95,Healthcare
466,2024-02-05,ACC1015,1089.3,Travel
16,2024-02-05,ACC1006,904.15,Transfer
205,2024-02-05,ACC1007,526.93,Groceries
404,2024-02-05,ACC1020,847.81,Entertainment
608,2024-02-05,ACC1008,1563.78,Groceries
431,2024-02-05,ACC1011,1526.59,Transfer
243,2024-02-05,ACC1022,606.53,Healthcare
15,2024-02-06,ACC1000,2097.37,Transfer
259,2024-02-06,ACC1021,836.28,Healthcare
620,2024-02-06,ACC1007,2240.49,Travel
105,2024-02-06,ACC1019,625.67,Healthcare
422,2024-02-06,ACC1022,1218.82,Utilities
540,2024-02-06,ACC1013,2164.05,Electronics
141,2024-02-06,ACC1018,2027.6,Entertainment
62,2024-02-06,ACC1020,893.19,Electronics
565,2024-02-06,ACC1023,815.03,Travel
188,2024-02-06,ACC1019,1191.98,Utilities
452,2024-02-06,ACC1019,655.29,Electronics
14,2024-02-06,ACC1005,1577.85,Healthcare
223,2024-02-07,ACC1001,209.34,Transfer
87,2024-02-07,ACC1011,1524.07,Transfer
495,2024-02-07,ACC1020,2110.96,Groceries
178,2024-02-07,ACC1023,524.99,Groceries
686,2024-02-07,ACC1011,2171.93,Travel
486,2024-02-07,ACC1022,851.44,Healthcare
44,2024-02-07,ACC1007,243.82,Entertainment
328,2024-02-07,ACC1001,606.62,Transfer
666,2024-02-07,ACC1002,1914.16,Dining
73,2024-02-07,ACC1020,452.46,Dining
762,2024-02-07,ACC9999,377.88,Entertainment
497,2024-02-07,ACC1008,373.71,Transfer
697,2024-02-07,ACC1021,1063.9,Groceries
342,2024-02-07,ACC1018,1812.64,Travel
279,2024-02-07,ACC1005,542.92,Electronics
382,2024-02-07,ACC1018,1134.53,Transfer
604,2024-02-07,ACC1003,2319.04,Transfer
748,2024-02-07,ACC9999,2459.35,Dining
162,2024-02-08,ACC1017,1245.39,Transfer
233,2024-02-08,ACC1021,637.15,Transfer
182,2024-02-08,ACC1006,1881.51,Healthcare
244,2024-02-08,ACC1000,4273.61,Electronics
701,2024-02-08,ACC1009,21843.28,Transfer
164,2024-02-08,ACC1021,609.93,Entertainment
735,2024-02-08,ACC9999,1355.98,Travel
175,2024-02-08,ACC1011,1939.63,Travel
446,2024-02-08,ACC1002,2402.53,Dining
769,2024-02-08,ACC9999,2047.41,Healthcare
709,2024-02-08,ACC1001,23993.0,Entertainment
34,2024-02-08,ACC1016,1356.03,Utilities
377,2024-02-08,ACC1004,1389.34,Dining
611,2024-02-08,ACC1022,1992.8,Dining
218,2024-02-08,ACC1013,1940.81,Entertainment
560,2024-02-08,ACC1011,1433.69,Dining
197,2024-02-08,ACC1006,1727.67,Travel
609,2024-02-08,ACC1001,1549.12,Healthcare
159,2024-02-08,ACC1015,1088.39,Entertainment
664,2024-02-08,ACC1022,1347.2,Utilities
405,2024-02-08,ACC1005,2057.62,Travel
381,2024-02-09,ACC1019,1795.56,Electronics
389,2024-02-09,ACC1015,1825.76,Travel
242,2024-02-09,ACC1002,3683.51,Healthcare
711,2024-02-09,ACC1011,10911.17,Healthcare
642,2024-02-09,ACC1017,5104.72,Electronics
241,2024-02-09,ACC1018,1365.52,Healthcare
142,2024-02-09,ACC1018,679.44,Entertainment
281,2024-02-09,ACC1001,1369.4,Utilities
663,2024-02-09,ACC1001,1752.34,Entertainment
757,2024-02-09,ACC9999,402.89,Groceries
80,2024-02-09,ACC1012,6862.92,Electronics
255,2024-02-09,ACC1002,1117.89,Electronics
161,2024-02-09,ACC1008,1994.67,Dining
679,2024-02-09,ACC1008,3700.94,Entertainment
196,2024-02-10,ACC1005,1634.88,Entertainment
764,2024-02-10,ACC9999,1486.15,Utilities
703,2024-02-10,ACC1023,9815.11,Electronics
346,2024-02-10,ACC1021,2267.79,Dining
652,2024-02-10,ACC1009,1141.93,Utilities
739,2024-02-10,ACC9999,390.27,Transfer
230,2024-02-10,ACC1004,1183.33,Entertainment
415,2024-02-10,ACC1004,585.62,Healthcare
593,2024-02-10,ACC1023,802.69,Electronics
622,2024-02-10,ACC1003,2162.57,Entertainment
52,2024-02-10,ACC1005,1650.85,Dining
442,2024-02-10,ACC1019,1164.99,Groceries
357,2024-02-11,ACC1004,446.17,Transfer
718,2024-02-11,ACC9999,89.56,Travel
84,2024-02-11,ACC1020,483.88,Dining
75,2024-02-11,ACC1003,1834.65,Dining
92,2024-02-11,ACC1011,4067.21,Entertainment
680,2024-02-11,ACC1012,1893.49,Utilities
509,2024-02-11,ACC1003,680.68,Travel
393,2024-02-11,ACC1002,4445.53,Travel
280,2024-02-11,ACC1018,362.17,Groceries
76,2024-02-11,ACC1014,357.79,Electronics
528,2024-02-11,ACC1016,2157.31,Transfer
314,2024-02-11,ACC1023,1831.88,Electronics
297,2024-02-11,ACC1022,2076.28,Healthcare
599,2024-02-11,ACC1009,116.17,Utilities
440,2024-02-11,ACC1000,405.7,Transfer
537,2024-02-11,ACC1014,2727.91,Transfer
71,2024-02-11,ACC1010,217.22,Groceries
305,2024-02-12,ACC1024,1133.48,Groceries
772,2024-02-12,ACC9999,1880.95,Electronics
272,2024-02-12,ACC1003,2039.6,Electronics
727,2024-02-12,ACC9999,1004.55,Dining
55,2024-02-12,ACC1006,4023.33,Groceries
710,2024-02-12,ACC1001,19277.08,Entertainment
468,2024-02-12,ACC1010,1696.75,Transfer
474,2024-02-12,ACC1001,1133.75,Dining
203,2024-02-12,ACC1023,677.51,Healthcare
552,2024-02-12,ACC1017,1835.53,Dining
417,2024-02-12,ACC1010,415.45,Travel
416,2024-02-12,ACC1014,1593.33,Utilities
786,2024-02-12,ACC9999,1880.95,Electronics
371,2024-02-12,ACC1017,1120.59,Dining
370,2024-02-12,ACC1023,1357.6,Entertainment
631,2024-02-12,ACC1009,2232.62,Transfer
626,2024-02-12,ACC1017,1047.18,Utilities
264,2024-02-12,ACC1018,1406.86,Groceries
258,2024-02-12,ACC1023,935.62,Travel
661,2024-02-12,ACC1007,2539.35,Groceries
700,2024-02-12,ACC1023,2701.1,Groceries
8,2024-02-13,ACC1018,1962.12,Electronics
51,2024-02-13,ACC1024,3719.52,Electronics
173,2024-02-13,ACC1018,251.52,Healthcare
194,2024-02-13,ACC1024,1250.83,Travel
557,2024-02-13,ACC1004,958.43,Utilities
98,2024-02-13,ACC1011,733.91,Transfer
406,2024-02-13,ACC1016,342.99,Dining
320,2024-02-13,ACC1004,2051.69,Utilities
583,2024-02-13,ACC1006,375.88,Dining
521,2024-02-13,ACC1004,1844.49,Utilities
586,2024-02-13,ACC1004,1454.3,Groceries
40,2024-02-13,ACC1001,4641.44,Groceries
207,2024-02-13,ACC1007,2120.08,Utilities
275,2024-02-13,ACC1010,1711.14,Entertainment
121,2024-02-13,ACC1023,2804.3,Groceries
365,2024-02-13,ACC1008,4057.9,Groceries
113,2024-02-13,ACC1011,1840.88,Travel
671,2024-02-13,ACC1021,1621.18,Groceries
784,2024-02-13,ACC1023,2804.3,Groceries
518,2024-02-13,ACC1010,249.3,Electronics
616,2024-02-13,ACC1023,2412.3,Entertainment
135,2024-02-13,ACC1010,273.25,Electronics
749,2024-02-13,ACC9999,970.17,Dining
484,2024-02-14,ACC1006,264.2,Transfer
783,2024-02-14,ACC1021,1047.52,Travel
219,2024-02-14,ACC1021,1047.52,Travel
335,2024-02-14,ACC1016,1450.87,Electronics
773,2024-02-14,ACC9999,1339.88,Dining
288,2024-02-14,ACC1004,3518.95,Travel
463,2024-02-14,ACC1018,2878.65,Groceries
358,2024-02-14,ACC1007,1424.69,Dining
176,2024-02-14,ACC1016,784.52,Groceries
530,2024-02-14,ACC1024,480.26,Travel
165,2024-02-14,ACC1022,688.67,Healthcare
418,2024-02-14,ACC1023,1741.5,Utilities
676,2024-02-14,ACC1012,2266.81,Groceries
154,2024-02-14,ACC1021,3471.38,Utilities
577,2024-02-14,ACC1024,757.08,Healthcare
21,2024-02-14,ACC1021,591.33,Groceries
602,2024-02-14,ACC1019,783.25,Entertainment
380,2024-02-14,ACC1023,1005.66,Travel
110,2024-02-14,ACC1010,5471.55,Groceries
369,2024-02-14,ACC1001,982.37,Healthcare
79,2024-02-14,ACC1012,718.33,Healthcare
581,2024-02-14,ACC1006,761.04,Transfer
